DATASET;INSTITUTION_NAME;INSTITUTION_CODE;COLLECTION_CODE;CATALOG_NUMBER;REG_ID;SPECIES_NAME;INSTITUTION_CODE_1;LATITUDE;LONGITUDE;GEO_PRECISION_LEVEL;GEOREFERENCING_COMMENTS;REGISTERED_BY;SACC;YEAR;MONTH;DAY;ORIGINAL_DATE;COUNTRY;DEPARTMENT;MUNICIPALITY;STANDARDIZD_LOCALITY;ORIGINAL_LOCALITY;ORIGINAL_ELEVATION;COMMENTS ON ID;MIGRATORY;RECORD_ID;SEX
Biomap;Carnegie Museum of Natural History (CM);CM;;64134;627088;Myiarchus crinitus;CM;7833383;-77066551;6;Coordenadas se ubican en Sautatá, en el municipio de Turbo, en el límite con el departamento de Chocó;Carriker, M.A., Jr.;2418;1918;2;2;2/02/1918;Colombia;Antioquia;Turbo;Sautatá, área;Sautata, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;64135;627089;Myiarchus crinitus;CM;7833383;-77066551;6;Coordenadas se ubican en Sautatá, en el municipio de Turbo, en el límite con el departamento de Chocó;Carriker, M.A., Jr.;2418;1918;2;2;2/02/1918;Colombia;Antioquia;Turbo;Sautatá, área;Sautata, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;64165;628264;Myiodynastes maculatus;CM;6982764;-76820577;5;Coordendas corresponden a la cabecera municipal, al N del municipio ;Carriker, M.A., Jr.;2389;1918;2;10;2/10/1918;Colombia;Antioquia;Murindó;Boca Murindó;Boca Murindo, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;64166;628265;Myiodynastes maculatus;CM;6982764;-76820577;5;Coordendas corresponden a la cabecera municipal, al N del municipio ;Carriker, M.A., Jr.;2389;1918;2;10;2/10/1918;Colombia;Antioquia;Murindó;Boca Murindó;Boca Murindo, area;Unknown;;1;-;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64195;638021;Piranga rubra;CM;6982764;-76820577;5;Coordendas corresponden a la cabecera municipal, al N del municipio ;Carriker, M.A.;3174;1918;2;12;2/12/1918;Colombia;Antioquia;Murindó;Murindó;Murindo, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;64196;638022;Piranga rubra;CM;6982764;-76820577;5;Coordendas corresponden a la cabecera municipal, al N del municipio ;Carriker, M.A.;3174;1918;2;12;2/12/1918;Colombia;Antioquia;Murindó;Murindó;Murindo, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;64356;604896;Setophaga castanea;CM;6982764;-76820577;5;Coordendas corresponden a la cabecera municipal, al N del municipio ;Carriker, M.A., Jr.;3225;1918;2;18;2/18/1918;Colombia;Antioquia;Murindó;Murindó;Murindo, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;64357;644727;Parkesia noveboracensis;CM;6982764;-76820577;5;Coordendas corresponden a la cabecera municipal, al N del municipio ;Carriker, M.A., Jr.;3205;1918;2;18;2/18/1918;Colombia;Antioquia;Murindó;Murindó;Murindo, area;Unknown;;1;-;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64414;340059;Calidris minutilla;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A.;496;1918;3;8;3/08/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64414;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64443;385503;Setophaga castanea;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A., Jr.;3225;1918;3;9;3/09/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64443;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64445;306221;Actitis macularius;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A.;516;1918;3;9;3/09/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64445;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64448;396901;Empidonax virescens;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A., Jr.;2287;1918;3;9;3/09/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64448;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64476;349015;Catharus minimus;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A., Jr.;2709;1918;3;11;3/11/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;KEN;1;CM-64476;Female
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;64532;426334;Icterus galbula;ANSP;10334344;-75431053;3;Se modifican las coordenadas asignadas a un punto próximo del casco urbano (200m);Von Sneidern, K.;3299;1912;1;9;1/09/1912;Colombia;Bolívar;Turbaco;Turbaco (200m);Turbaco, area;200;;1;ANSP-64532;Male
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;64543;567068;Tyrannus savana;ANSP;10334344;-75431053;3;Se modifican las coordenadas asignadas a un punto próximo del casco urbano (200m);Carriker, M.A., Jr.;2397;1912;1;15;1/15/1912;Colombia;Bolívar;Turbaco;Turbaco (200m);Turbaco, area;200;;1;ANSP-64543;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64552;385504;Setophaga castanea;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A., Jr.;3225;1918;3;16;3/16/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64552;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64556;495422;Piranga rubra;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A.;3174;1918;3;16;3/16/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64556;Male
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;64571;500729;Progne chalybea;ANSP;9237303;-75808372;5;Cordenada corresponde al centro poblado;Carriker, M.A., Jr.;2627;1912;2;23;2/23/1912;Colombia;Córdoba;Lorica;Lorica;Lorica, area;15;;1;ANSP-64571;Female
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;64572;500730;Progne chalybea;ANSP;9237303;-75808372;5;Cordenada corresponde al centro poblado;Carriker, M.A., Jr.;2627;1912;2;23;2/23/1912;Colombia;Córdoba;Lorica;Lorica;Lorica, area;15;;1;ANSP-64572;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64631;454185;Myiarchus crinitus;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A., Jr.;2418;1918;3;21;3/21/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64631;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;64632;485912;Pheucticus ludovicianus;CM;5700602;-76660774;5;Coordenada corresponde a la ciudad de Quibdó;Carriker, M.A.;3188;1918;3;21;3/21/1918;Colombia;Chocó;Quibdó;Quibdó;Quibdó, area;54;;1;CM-64632;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;66041;385478;Setophaga castanea;CM;5199882;-76716599;4;Coordenadas corresponden a El Tambo, al N de la cabecera municipal de Itsmina. El Rio Quito no cruza por el municipio de Istmina;Carriker, M.A., Jr.;3225;1918;4;4;4/04/1918;Colombia;Chocó;Istmina;El Tambo, arriba Río Quito;El Tambo, area. Arriba de rio Quito;0;;1;CM-66041;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;66094;396871;Empidonax virescens;CM;5199882;-76716599;4;Coordenadas corresponden a El Tambo, al N de la cabecera municipal de Itsmina. El Rio Quito no cruza por el municipio de Istmina;Carriker, M.A., Jr.;2287;1918;4;6;4/06/1918;Colombia;Chocó;Istmina;El Tambo, arriba Río Quito;El Tambo, area. Arriba de rio Quito;0;;1;CM-66094;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;66115;521602;Setophaga ruticilla;CM;5095441667;-76694475;5;Coordenada corresponde a Andagoya, Cabecera municipal del Medio san Juan ;Carriker, M.A., Jr.;3219;1918;4;9;4/09/1918;Colombia;Chocó;Medio San Juan (Andagoya);Andagoya;Anadagoya, area;65;;1;CM-66115;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;66145;472696;Geothlypis philadelphia;CM;5095441667;-76694475;5;Coordenada corresponde a Andagoya, Cabecera municipal del Medio san Juan ;Carriker, M.A., Jr.;3214;1918;4;10;4/10/1918;Colombia;Chocó;Medio San Juan (Andagoya);Andagoya;Anadagoya, area;65;;1;CM-66145;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;66414;385378;Setophaga petechia;CM;5095441667;-76694475;5;Coordenada corresponde a Andagoya, Cabecera municipal del Medio san Juan ;Carriker, M.A., Jr.;3227;1918;4;26;4/26/1918;Colombia;Chocó;Medio San Juan (Andagoya);Andagoya;Anadagoya, area;65;;1;CM-66414;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;66416;349342;Catharus ustulatus;CM;5095441667;-76694475;5;Coordenada corresponde a Andagoya, Cabecera municipal del Medio san Juan ;Carriker, M.A., Jr.;2710;1918;4;26;4/26/1918;Colombia;Chocó;Medio San Juan (Andagoya);Andagoya;Anadagoya, area;65;KEN;1;CM-66416;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;66492;372822;Contopus sordidulus;CM;4545797;-76997378;4;Coordenadas corresponden al cacerio de Potedo;Carriker, M.A., Jr.;2292;1918;5;3;5/03/1918;Colombia;Chocó;Istmina;Potedo;Potedo, area. Choco;100;KEN;1;CM-66492;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;66494;363461;Coccyzus erythropthalmus;CM;4545797;-76997378;4;Coordenadas corresponden al cacerio de Potedo;Carriker, M.A.;658;1918;5;3;5/03/1918;Colombia;Chocó;Istmina;Potedo;Potedo, area. Choco;100;KEN;1;CM-66494;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;67735;345005;Antrostomus carolinensis;CM;3675031;-76583535;4;Coordenadas corresponden al corregimiento de Pavas;Carriker, M.A.;743;1918;7;25;7/25/1918;Colombia;Valle del Cauca;La Cumbre;Pavas;Pavas, area;1350;;1;CM-67735;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;67767;345001;Antrostomus carolinensis;CM;3666562;-76583324;5;Coordenadas corresponden a cabecera municipal de La Cumbre;Carriker, M.A.;743;1918;7;26;7/26/1918;Colombia;Valle del Cauca;La Cumbre;La Cumbre;La Cumbre, area;1580;;1;CM-67767;Male
Biomap;Yale University Peabody Museum;YPM;;69613;625982;Mniotilta varia;YPM;7139595;-73021466;3;Coordenadas corresponden al corregimiento La Corcova, ajustadas a elevación registrada.;Carriker, M.A., Jr.;3209;1963;3;6;3/06/1963;Colombia;Santander;Tona;La Corcova (2030m);La Corcova, area;2030;;1;-;Female
Biomap;Yale University Peabody Museum;YPM;;69626;638173;Piranga rubra;YPM;7085522;-73202736;3;Coordenadas dentro del municipio de lebrija ajustadas a elevación registrada, por La Laguna.;Carriker, M.A.;3174;1962;12;22;12/22/1962;Colombia;Santander;Lebrija;Lebrija (1250m);Lebrija, area;1250;;1;-;Female
Biomap;Yale University Peabody Museum;YPM;;69627;638178;Piranga rubra;YPM;7126665;-73184375;4;Coordenadas del Aeropuerto Palo Negro en Lebrija. No se ajustan a elevación registrada. No se encontró tal elevación a lo largo de este aeropuerto.;Carriker, M.A.;3174;1962;12;1;12/01/1962;Colombia;Santander;Lebrija;Palo Negro (1300m);Palo Negro, area;1300;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;69916;570978;Vireo olivaceus;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2594;1918;8;4;8/04/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69916;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;69940;314887;Anas cyanoptera;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;85;1918;8;4;8/04/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69940;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;69941;314884;Anas cyanoptera;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;85;1918;8;4;8/04/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69941;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;69942;314885;Anas cyanoptera;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;85;1918;8;4;8/04/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69942;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;69949;314886;Anas cyanoptera;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;85;1918;8;5;8/05/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69949;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;69968;458768;Myiodynastes maculatus;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A., Jr.;2389;1918;8;6;8/06/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69968;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;69981;570979;Vireo olivaceus;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2594;1918;8;7;8/07/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69981;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;69982;570980;Vireo olivaceus;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2594;1918;8;7;8/07/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-69982;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70020;570981;Vireo olivaceus;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2594;1918;8;8;8/08/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-70020;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70174;570982;Vireo olivaceus;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2594;1918;8;15;8/15/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-70174;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70180;500781;Progne chalybea;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2627;1918;8;15;8/15/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-70180;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70181;500780;Progne chalybea;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2627;1918;8;15;8/15/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-70181;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;70191;500782;Progne chalybea;CM;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A.;2627;1918;8;16;8/16/1918;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;CM-70191;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70379;605087;Setophaga fusca;CM;5060792;-75431091;3;Coordenada de ubicación exacta;Carriker, M.A., Jr.;3226;1918;8;30;8/30/1918;Colombia;Caldas;Manizales;El Zancudo;El Zancudo, area;Unknown;;1;-;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70772;659781;Tyrannus tyrannus;CM;5199736111;-74891525;5;Coordenadas pertenecen a la cabecera municipal de Mariquita;Carriker, M.A., Jr.;2398;1918;10;2;10/02/1918;Colombia;Tolima;Mariquita;Mariquita;Mariquita, area;Unknown;KEN;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;70781;617857;Hirundo rustica;CM;5199736111;-74891525;5;Coordenadas pertenecen a la cabecera municipal de Mariquita;Carriker, M.A.;2637;1918;10;2;10/02/1918;Colombia;Tolima;Mariquita;Mariquita;Mariquita, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;70796;660880;Vireo olivaceus;CM;5199736111;-74891525;5;Coordenadas pertenecen a la cabecera municipal de Mariquita;Carriker, M.A.;2594;1918;10;3;10/03/1918;Colombia;Tolima;Mariquita;Mariquita;Mariquita, area;Unknown;KEN;1;-;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70797;660600;Vireo flavoviridis;CM;5199736111;-74891525;5;Coordenadas pertenecen a la cabecera municipal de Mariquita;Carriker, M.A.;2596;1918;10;3;10/03/1918;Colombia;Tolima;Mariquita;Mariquita;Mariquita, area;Unknown;;1;-;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;70847;602013;Contopus sordidulus;CM;5199736111;-74891525;5;Coordenadas pertenecen a la cabecera municipal de Mariquita;Carriker, M.A., Jr.;2292;1918;10;4;10/04/1918;Colombia;Tolima;Mariquita;Mariquita;Mariquita, area;Unknown;KEN;1;-;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;70850;628182;Myiodynastes luteiventris;CM;5199736111;-74891525;5;Coordenadas pertenecen a la cabecera municipal de Mariquita;Carriker, M.A., Jr.;2388;1918;10;4;10/04/1918;Colombia;Tolima;Mariquita;Mariquita;Mariquita, area;Unknown;;1;-;Male
Aves Colombia [310112];Field Museum of Natural History;FMNH;Aves;72521;500883;Progne tapera;FMNH;9237303;-75808372;5;Cordenada corresponde al centro poblado;;2623;1916;2;23;2/23/1916;Colombia;Córdoba;Lorica;Lorica;Lorica;;;1;FMNH-72521;
Aves Colombia [310112];Field Museum of Natural History;FMNH;Aves;72522;500884;Progne tapera;FMNH;9237303;-75808372;5;Cordenada corresponde al centro poblado;;2623;1916;2;23;2/23/1916;Colombia;Córdoba;Lorica;Lorica;Lorica;;;1;FMNH-72522;
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;73113;566903;Tyrannus savana;ANSP;3655571;-76690037;5;Coordenada corresponde a cabecera municipal de Dagua;Carriker, M.A., Jr.;2397;1914;6;12;6/12/1914;Colombia;Valle del Cauca;Dagua;Dagua;Dagua, area;816;;1;ANSP-73113;Male
Aves Colombia [310112];Field Museum of Natural History;FMNH;Aves;73217;458456;Myiodynastes maculatus;FMNH;10506891;-74177416;5;Coordenada ajustada al centro poblacdo;;2389;1915;10;7;10/07/1915;Colombia;Magdalena;Fundación;Fundación;Fundacion;;;1;FMNH-73217;
Aves Colombia [310112];Field Museum of Natural History;FMNH;Aves;73218;458457;Myiodynastes maculatus;FMNH;10506891;-74177416;5;Coordenada ajustada al centro poblacdo;;2389;1915;10;15;10/15/1915;Colombia;Magdalena;Fundación;Fundación;Fundacion;;;1;FMNH-73218;
Aves Colombia [310112];Field Museum of Natural History;FMNH;Aves;73224;564535;Tyrannus dominicensis;FMNH;10506891;-74177416;5;Coordenada ajustada al centro poblacdo;;2399;1915;10;11;10/11/1915;Colombia;Magdalena;Fundación;Fundación;Fundacion;;;1;FMNH-73224;
Aves Colombia [310112];Field Museum of Natural History;FMNH;Birds;73224;564704;Tyrannus dominicensis;FMNH;10506891;-74177416;5;Coordenada ajustada al centro poblacdo;;2399;1915;10;11;10/11/1915;Colombia;Magdalena;Fundación;Fundación;Fundacion;;;1;FMNH-73224;
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;73523;386982;Setophaga striata;ANSP;6462469;-71745011;5;Coordenadas tomadas de la cabecera municipal de Tame;Carriker, M.A., Jr.;3229;1913;4;20;4/20/1913;Colombia;Arauca;Tame;Palmar;Palmar, area;0;KEN;1;ANSP-73523;Male
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;73524;386983;Setophaga striata;ANSP;6462469;-71745011;5;Coordenadas tomadas de la cabecera municipal de Tame;Carriker, M.A., Jr.;3229;1913;4;20;4/20/1913;Colombia;Arauca;Tame;Palmar;Palmar, area;0;KEN;1;ANSP-73524;Female
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;73696;608778;Elanoides forficatus;ANSP;819833;-734156;4;Coordenadas de La Palmita en Ocaña, Norte de Santander.;Carriker, M.A., Jr.;342;1912;8;14;8/14/1912;Colombia;Norte de Santander;Ocaña;La Palmita;La Palmita, area;0;;1;-;Female
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;73697;608777;Elanoides forficatus;ANSP;81667;-734;4;Cordenadas de El Cauca en Ocaña (Norte de Santander).;Carriker, M.A., Jr.;342;1912;8;4;8/04/1912;Colombia;Norte de Santander;Ocaña;El Cauca;El Cauca, area;0;;1;-;Female
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;73713;570977;Vireo olivaceus;ANSP;3597428;-76495781;5;Coordenada corresponde a cabecera municipal de Yumbo;Carriker, M.A., Jr.;2594;1914;8;14;8/14/1914;Colombia;Valle del Cauca;Yumbo;Yumbo;Yumbo, area;0;;1;ANSP-73713;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;78710;359967;Chordeiles acutipennis;CM;11480551;-72734121;4;Coordenadas corresponden a punto medio del Río Rancheria en Riohacha;Carriker, M.A.;714;1920;7;16;7/16/1920;Colombia;La Guajira;Riohacha;Ranchería río;Rancheria, rio;0;;1;CM-78710;Male
Biomap;Carnegie Museum of Natural History (CM);CM;;78711;359966;Chordeiles acutipennis;CM;11480551;-72734121;4;Coordenadas corresponden a punto medio del Río Rancheria en Riohacha;Carriker, M.A.;714;1920;7;16;7/16/1920;Colombia;La Guajira;Riohacha;Ranchería río;Rancheria, rio;0;;1;CM-78711;Female
Biomap;Carnegie Museum of Natural History (CM);CM;;78775;571362;Vireo olivaceus;CM;10300614;-73402799;3;La coordenada corresponde a un punto en el centro poblado (160m);Carriker, M.A.;2594;1920;8;7;8/07/1920;Colombia;Cesar;Valledupar;Valencia de Jesús (160m);Valencia de Jesus, area;160;;1;CM-78775;Male
Biomap;Los Angeles County Museum of Natural History;LACM;;83677;660854;Vireo flavoviridis;LACM;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A.;2596;1958;10;30;10/30/1958;Colombia;Huila;Pital;Pital;Pital, area;700;;1;-;Female
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;83677;728291;Vireo flavoviridis;LACM;2265837;-75804816;3;Coordenada corregida por altura;CARRIKER, M A JR;2596;1958;10;30;10/30/1958;Colombia;Huila;Pital;Pital;PITAL;;;1;-;
Aves Colombia [310112];Los Angeles County Museum of Natural History;LACM;Birds;84416;426424;Icterus galbula;LACM;11234605;-74126092;4;Coordenadas asignadas al corregimiento de Bonda;CARRIKER, M A JR;3299;1960;2;11;2/11/1960;Colombia;Magdalena;Santa Marta;Bonda;BONDA;;;1;LACM-84416;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;93706;676350;Anas discors;MVZ;3241558;-7516002;3;Coordenada corregida por altura;Alden H. Miller;84;1945;2;2;2/02/1945;Colombia;Huila;Villavieja;Villavieja, 10 km S ;10 km S Villavieja;450;;1;-;
